id,type,model,status,lost_by,date,nearest_location,geo,unit,tags
2733,Self-propelled artillery,120mm 2S9 'Nona-S',Captured,Russia,2022-03-06,"Mykolaiv, Mykolaiv raion","46.91238,32.1072",247th Air Assault Regiment,Z
2734,Self-propelled artillery,120mm 2S9 'Nona-S',Captured,Russia,2022-03-06,"Mykolaiv, Mykolaiv raion","46.91248,32.10712",247th Air Assault Regiment,
2735,Self-propelled artillery,120mm 2S9 'Nona-S',Captured,Russia,2022-03-08,"Mykolaiv, Mykolaiv raion",,247th Air Assault Regiment,
2736,Self-propelled artillery,120mm 2S9 'Nona-S',Captured,Russia,2022-03-22,Mykolaiv oblast,,7th Mountain Air Assault Division,"Z, ⧸"
2737,Self-propelled artillery,120mm 2S23 'Nona-SVK',Captured,Russia,2022-03-27,"Husarivka (Balakliia hromada), Izium raion",,752nd Motor Rifle Regiment,"Z, ☐"
2738,Self-propelled artillery,120mm 2S34 'Khosta',Captured,Russia,2022-03-06,"Nizhyn raion, Chernihiv oblast",,21st Separate Motor Rifle Brigade,O
2739,Self-propelled artillery,120mm 2S34 'Khosta',Destroyed,Russia,2022-04-01,"Novyi Bykiv, Nizhyn raion","50.59559,31.67186",21st Separate Motor Rifle Brigade,O
2740,Self-propelled artillery,122mm 2S1 'Gvozdika',Destroyed,Russia,2022-03-10,"Kashpero-Mykolaivka, Bashtanka raion","47.371450373171236,32.185647750011896",34th Separate Motor Rifle Brigade,"Turretless, Shattered, Z"
2741,Self-propelled artillery,122mm 2S1 'Gvozdika',Destroyed,Russia,2022-03-06,"Dymer, Vyshhorod raion","50.78325,30.29436",,V
2742,Self-propelled artillery,122mm 2S1 'Gvozdika',Destroyed,Russia,2022-03-20,"Andriivka, Bucha raion","50.54139,29.82767",64th Separate Motor Rifle Brigade,V
2745,Self-propelled artillery,122mm 2S1 'Gvozdika',Destroyed,Russia,2022-05-04,"Mala Oleksandrivka, Beryslav raion","47.268154,33.238387",,
2746,Self-propelled artillery,122mm 2S1 'Gvozdika',Destroyed,Russia,2022-04-04,"Dymer, Vyshhorod raion","50.78566,30.27447",,"Turretless, V, Flipped"
2747,Self-propelled artillery,122mm 2S1 'Gvozdika',Destroyed,Russia,2022-04-04,"Dymer, Vyshhorod raion","50.78567,30.27436",,"Turretless, Shattered"
2748,Self-propelled artillery,122mm 2S1 'Gvozdika',Destroyed,Russia,2022-06-04,"Berdianka, Alchevsk raion","48.64818,38.74161",,"Turretless, Shattered"
2749,Self-propelled artillery,122mm 2S1 'Gvozdika',Destroyed,Russia,2022-04-11,"Bolotnia, Vyshhorod raion","50.96984,29.8333",,
2751,Self-propelled artillery,122mm 2S1 'Gvozdika',Captured,Russia,2022-03-05,"Snihurivka, Bashtanka raion",,,"Z, ∆"
2755,Self-propelled artillery,152mm 2S3(M) 'Akatsiya',Destroyed,Russia,2022-03-01,"Chornohlazivka, Bohodukhiv raion","50.253684,36.029003",,"Turretless, Shattered"
2756,Self-propelled artillery,152mm 2S3(M) 'Akatsiya',Destroyed,Russia,2022-03-11,"Chaplynka, Kakhovka raion",,,Turretless
2757,Self-propelled artillery,152mm 2S3(M) 'Akatsiya',Destroyed,Russia,2022-03-19,"Leshchenky, Kharkiv raion","50.158116,36.176872",200th Separate Motor Rifle Brigade,Turretless
2758,Self-propelled artillery,152mm 2S3(M) 'Akatsiya',Destroyed,Russia,2022-03-23,"Khotivlia, Chernihiv raion",,,"Turretless, Shattered, Flipped"
2760,Self-propelled artillery,152mm 2S3(M) 'Akatsiya',Destroyed,Russia,2022-03-25,"Donetsk, Donetsk raion","47.96783,37.68454",,Turretless
2761,Self-propelled artillery,152mm 2S3(M) 'Akatsiya',Destroyed,Russia,2022-04-02,"Irpin, Bucha raion","50.47597,30.23074",,"Turretless, Shattered"
2762,Self-propelled artillery,152mm 2S3(M) 'Akatsiya',Destroyed,Russia,2022-05-04,"Berestianka, Bucha raion","50.68578,29.99581",,"Turretless, V"
2763,Self-propelled artillery,152mm 2S3(M) 'Akatsiya',Destroyed,Russia,2022-04-05,"Vyshehrad, Bucha raion","50.464370,29.906564",,Turretless
2764,Self-propelled artillery,152mm 2S3(M) 'Akatsiya',Destroyed,Russia,2022-04-02,"Berezivka, Bucha raion","50.42841,30.00072",,"Turretless, Shattered, Flipped"
2765,Self-propelled artillery,152mm 2S3(M) 'Akatsiya',Destroyed,Russia,2022-04-07,Chernihiv oblast,,,Turretless
2766,Self-propelled artillery,152mm 2S3(M) 'Akatsiya',Destroyed,Russia,2022-04-09,"Burivka, Chernihiv raion","51.77514,31.33687",,"Turretless, Shattered"
2767,Self-propelled artillery,152mm 2S3(M) 'Akatsiya',Destroyed,Russia,2022-03-03,"Novhorod-Siverskyi raion, Chernihiv oblast",,,"Turretless, Shattered"
2769,Self-propelled artillery,152mm 2S3(M) 'Akatsiya',Destroyed,Russia,2022-05-07,"Nova Hnylytsia, Chuhuiv raion","49.695536,36.887990",,"Turretless, Shattered, Flipped"
2770,Self-propelled artillery,152mm 2S3(M) 'Akatsiya',Destroyed,Russia,2022-05-07,"Nova Hnylytsia, Chuhuiv raion","49.695153,36.887365",,"Turretless, Shattered, Z, Flipped"
2771,Self-propelled artillery,152mm 2S3(M) 'Akatsiya',Destroyed,Russia,2022-04-01,"Motyzhyn, Bucha raion","50.390789,29.957406",37th Separate Motor Rifle Brigade,"Turretless, Shattered"
2772,Self-propelled artillery,152mm 2S3(M) 'Akatsiya',Destroyed,Russia,2022-05-11,"Pytomnyk, Kharkiv raion","50.182508,36.262685",200th Separate Motor Rifle Brigade,Turretless
2774,Self-propelled artillery,152mm 2S3(M) 'Akatsiya',Destroyed,Russia,2022-06-18,"Popasna, Sievierodonetsk raion",,,Turretless
2775,Self-propelled artillery,152mm 2S3(M) 'Akatsiya',Destroyed,Russia,2022-06-18,"Popasna, Sievierodonetsk raion",,,Turretless
2777,Self-propelled artillery,152mm 2S3(M) 'Akatsiya',Captured,Russia,2022-02-27,"Pysarivka, Sumy raion","51.07916,34.81298",27th Separate Motor Rifle Brigade,O
2779,Self-propelled artillery,152mm 2S3(M) 'Akatsiya',Captured,Russia,2022-04-24,"Bezruky, Kharkiv raion","50.158168,36.150044",200th Separate Motor Rifle Brigade,"Z, ☐"
2781,Self-propelled artillery,152mm 2S3(M) 'Akatsiya',Captured,Russia,2022-05-23,"Leshchenky, Kharkiv raion","50.157944,36.175273",200th Separate Motor Rifle Brigade,"Z, ☐"
2782,Self-propelled artillery,152mm 2S3(M) 'Akatsiya',Destroyed,Russia,2022-05-08,"Bilashi, Kharkiv raion","50.157106,36.169855",200th Separate Motor Rifle Brigade,"Turretless, Shattered"
2783,Self-propelled artillery,152mm 2S3(M) 'Akatsiya',Captured,Russia,2022-03-01,"Kharkiv raion, Kharkiv oblast",,200th Separate Motor Rifle Brigade,"Z, ☐"
2784,Self-propelled artillery,152mm 2S3(M) 'Akatsiya',Captured,Russia,2022-03-01,"Kharkiv raion, Kharkiv oblast",,200th Separate Motor Rifle Brigade,
2785,Self-propelled artillery,152mm 2S3(M) 'Akatsiya',Captured,Russia,2022-03-20,"Berezivka, Bucha raion","50.4238,30.01754",5th Separate Tank Brigade,V
2786,Self-propelled artillery,152mm 2S3(M) 'Akatsiya',Captured,Russia,2022-03-22,"Havronshchyna, Bucha raion","50.47991,29.83943",,V
2788,Self-propelled artillery,152mm 2S3(M) 'Akatsiya',Captured,Russia,2022-04-01,"Shestovytsia, Chernihiv raion",,,O
2789,Self-propelled artillery,152mm 2S3(M) 'Akatsiya',Captured,Russia,2022-04-02,"Vyshehrad, Bucha raion","50.463916,29.906980",,V
2790,Self-propelled artillery,152mm 2S3(M) 'Akatsiya',Captured,Russia,2022-04-02,"Shestovytsia, Chernihiv raion",,,Damaged
2792,Self-propelled artillery,152mm 2S3(M) 'Akatsiya',Captured,Russia,2022-05-18,Kharkiv oblast,,,Z
2793,Self-propelled artillery,152mm 2S3(M) 'Akatsiya',Captured,Russia,2022-05-21,Kharkiv oblast,,74th Separate Motor Rifle Brigade,"O, Damaged"
2794,Self-propelled artillery,152mm 2S19 'Msta-S',Destroyed,Russia,2022-03-02,"Vepryk, Myrhorod raion","50.3908,34.19874",,"Turretless, Shattered"
2795,Self-propelled artillery,152mm 2S19 'Msta-S',Destroyed,Russia,2022-03-06,"Melitopol, Melitopol raion","46.891819,35.344104",,"Turretless, Shattered"
2796,Self-propelled artillery,152mm 2S19 'Msta-S',Destroyed,Russia,2022-03-12,Chernihiv oblast,,,O
2797,Self-propelled artillery,152mm 2S19 'Msta-S',Destroyed,Russia,2022-03-17,"Bilka, Okhtyrka raion","50.52884312254392,34.88730131456519",275th Self-Propelled Artillery Regiment,"Turretless, Shattered"
2798,Self-propelled artillery,152mm 2S19 'Msta-S',Destroyed,Russia,2022-03-23,"Nizhyn raion, Chernihiv oblast",,,Turretless
2799,Self-propelled artillery,152mm 2S19 'Msta-S',Destroyed,Russia,2022-03-26,"Trostianets, Okhtyrka raion","50.4815150960056,34.96641893466585",275th Self-Propelled Artillery Regiment,Turretless
2800,Self-propelled artillery,152mm 2S19 'Msta-S',Destroyed,Russia,2022-03-26,"Trostianets, Okhtyrka raion","50.48160353165535,34.966619552514146",275th Self-Propelled Artillery Regiment,"Turretless, Shattered"
2801,Self-propelled artillery,152mm 2S19 'Msta-S',Destroyed,Russia,2022-03-30,"Bervytsia, Brovary raion","50.652543141971854,31.18517574495557",,Turretless
2802,Self-propelled artillery,152mm 2S19 'Msta-S',Destroyed,Russia,2022-03-31,"Vovkiv, Okhtyrka raion","50.557899901268534,34.96806341478887",1st Tank Army,Z
2803,Self-propelled artillery,152mm 2S19 'Msta-S',Destroyed,Russia,2022-04-02,"Shniakivka, Nizhyn raion","50.71306,31.9454",,Turretless
2804,Self-propelled artillery,152mm 2S19 'Msta-S',Destroyed,Russia,2022-04-02,"Shniakivka, Nizhyn raion","50.71303,31.94555",,O
2805,Self-propelled artillery,152mm 2S19 'Msta-S',Destroyed,Russia,2022-03-20,"Dorohynka, Pryluky raion","50.914460608665564,32.12798425575204",,
2806,Self-propelled artillery,152mm 2S19 'Msta-S',Destroyed,Russia,2022-04-05,"Bervytsia, Brovary raion","50.627452495764565,31.20385288133317",,O
2808,Self-propelled artillery,152mm 2S19 'Msta-S',Destroyed,Russia,2022-04-09,"Krupychpole, Pryluky raion","50.96085,32.37573",,Turretless
2809,Self-propelled artillery,152mm 2S19 'Msta-S',Destroyed,Russia,2022-03-31,"Mykhailivka, Brovary raion","50.61823,31.07708",,O
2810,Self-propelled artillery,152mm 2S19 'Msta-S',Destroyed,Russia,2022-04-04,"Brody, Konotop raion","51.07081,33.07609",,O
2812,Self-propelled artillery,152mm 2S19 'Msta-S',Destroyed,Russia,2022-04-04,"Brody, Konotop raion","51.06947,33.08086",,
2813,Self-propelled artillery,152mm 2S19 'Msta-S',Destroyed,Russia,2022-03-26,"Kamiane (Verkhnia Syrovatka hromada), Sumy raion","50.764474498362596,34.973284875757294",,Turretless
2814,Self-propelled artillery,152mm 2S19 'Msta-S',Destroyed,Russia,2022-03-01,"Brovkove, Sumy raion","50.825211057171785,34.70592287131716",2nd Motor Rifle Division,
2815,Self-propelled artillery,152mm 2S19 'Msta-S',Captured,Russia,2022-03-01,"Brovkove, Sumy raion","50.82529,34.70576",2nd Motor Rifle Division,
2816,Self-propelled artillery,152mm 2S19 'Msta-S',Captured,Russia,2022-02-28,"Stanova, Okhtyrka raion","50.48805,34.89588",275th Self-Propelled Artillery Regiment,
2820,Self-propelled artillery,152mm 2S19 'Msta-S',Captured,Russia,2022-03-05,"Khoroshe Ozero, Nizhyn raion","51.09426,32.24734",,O
2822,Self-propelled artillery,152mm 2S19 'Msta-S',Captured,Russia,2022-03-29,Sumy oblast,,2nd Motor Rifle Division,
2824,Self-propelled artillery,152mm 2S19M2 'Msta-S',Captured,Russia,2022-03-08,South Ukraine,,291st Artillery Brigade,Z
2826,Self-propelled artillery,152mm 2S19 'Msta-S',Captured,Russia,2022-03-03,"Moskovskyi Bobryk, Sumy raion","50.417348,34.309727",275th Self-Propelled Artillery Regiment,
2827,Self-propelled artillery,152mm 2S19 'Msta-S',Captured,Russia,2022-03-08,"Chupakhivka, Okhtyrka raion",,26th Tank Regiment,
2828,Self-propelled artillery,152mm 2S19 'Msta-S',Destroyed,Russia,2022-04-06,"Malyi Vystorop, Sumy raion","50.627542,34.816366",147th Self-Propelled Artillery Regiment,"Turretless, Shattered"
2829,Self-propelled artillery,152mm 2S19 'Msta-S',Captured,Russia,2022-02-28,"Artemo-Rastivka, Okhtyrka raion",,275th Self-Propelled Artillery Regiment,
2830,Self-propelled artillery,152mm 2S19M2 'Msta-S',Captured,Russia,2022-03-18,Mykolaiv oblast,,,Z
2831,Self-propelled artillery,152mm 2S19 'Msta-S',Captured,Russia,2022-03-20,Chernihiv oblast,,,O
2832,Self-propelled artillery,152mm 2S19 'Msta-S',Captured,Russia,2022-03-21,"Bochechky, Konotop raion",,,O
2833,Self-propelled artillery,152mm 2S19 'Msta-S',Captured,Russia,2022-03-26,"Trostianets, Okhtyrka raion","50.48095,34.96609",275th Self-Propelled Artillery Regiment,
2835,Self-propelled artillery,152mm 2S19 'Msta-S',Captured,Russia,2022-04-02,"Novyi Bykiv, Nizhyn raion","50.604674,31.683881",,O
2838,Self-propelled artillery,152mm 2S19 'Msta-S',Captured,Russia,2022-04-06,"Nizhyn raion, Chernihiv oblast",,21st Separate Motor Rifle Brigade,"O, Damaged"
2839,Self-propelled artillery,152mm 2S19 'Msta-S',Captured,Russia,2022-04-03,"Nizhyn raion, Chernihiv oblast",,,O
2840,Self-propelled artillery,152mm 2S19 'Msta-S',Captured,Russia,2022-04-12,"Khvylivka, Nizhyn raion","50.974251,31.883597",,O
2841,Self-propelled artillery,152mm 2S19 'Msta-S',Captured,Russia,2022-04-08,"Smolove, Nizhyn raion","50.98133,32.70685",,O
2843,Self-propelled artillery,152mm 2S19 'Msta-S',Captured,Russia,2022-04-03,Chernihiv oblast,,,O
2847,Self-propelled artillery,152mm 2S19M2 'Msta-S',Captured,Russia,2022-03-14,Mykolaiv oblast,,205th Separate Motor Rifle Brigade,Z
2848,Self-propelled artillery,152mm 2S19M2 'Msta-S',Captured,Russia,2022-03-20,Mykolaiv oblast,,205th Separate Motor Rifle Brigade,Z
2849,Self-propelled artillery,152mm 2S19M2 'Msta-S',Captured,Russia,2022-03-21,Mykolaiv oblast,,205th Separate Motor Rifle Brigade,Z
2850,Self-propelled artillery,240mm 2S4 'Tyulpan',Destroyed,Russia,2022-05-21,"Rubizhne, Sievierodonetsk raion","48.9881889,38.4265655",,Z
2851,Self-propelled artillery,Unknown SPG,Damaged,Russia,2022-03-24,East Ukraine,,,
2852,Rocket and missile artillery,122mm 2B17 BM-21-1 (for 9K51 'Grad'),Destroyed,Russia,2022-02-24,"Lisne, Kharkiv raion","50.093500,36.263194",200th Separate Motor Rifle Brigade,"Z, ☐"
2855,Rocket and missile artillery,122mm 2B17 BM-21-1 (for 9K51 'Grad'),Destroyed,Russia,2022-03-02,"Makoshyne, Koriukivka raion","51.470192,32.314916",400th Self-Propelled Artillery Regiment,
2856,Rocket and missile artillery,122mm 2B17 BM-21-1 (for 9K51 'Grad'),Destroyed,Russia,2022-03-02,"Bashtanka, Bashtanka raion","47.38597,32.45283",,Z
2857,Rocket and missile artillery,122mm 2B17 BM-21-1 (for 9K51 'Grad'),Destroyed,Russia,2022-03-05,Kharkiv oblast,,,
2858,Transport,Ural-4320,Destroyed,Russia,2022-03-05,Kharkiv oblast,,,
2859,Rocket and missile artillery,122mm 2B17M BM-21-1 (for 9K51M 'Tornado-G'),Captured,Russia,2022-03-19,"Berezivka, Bucha raion","50.42449,30.01686",5th Separate Tank Brigade,
2860,Rocket and missile artillery,122mm 2B17M BM-21-1 (for 9K51M 'Tornado-G'),Destroyed,Russia,2022-03-19,"Berezivka, Bucha raion","50.42434,30.01686",,"Shattered, Flipped"
2863,Rocket and missile artillery,122mm 2B17 BM-21-1 (for 9K51 'Grad'),Destroyed,Russia,2022-02-24,"Lisne, Kharkiv raion","50.095162,36.265003",200th Separate Motor Rifle Brigade,"Z, ☐"
2865,Rocket and missile artillery,122mm 2B17 BM-21-1 (for 9K51 'Grad'),Destroyed,Russia,2022-03-01,"Koriukivka raion, Chernihiv oblast",,,"Shattered, Flipped"
2867,Rocket and missile artillery,122mm 2B17 BM-21-1 (for 9K51 'Grad'),Destroyed,Russia,2022-04-11,"Novoaidar, Shchastia raion","48.978325,38.996354",,
2868,Rocket and missile artillery,122mm 2B17 BM-21-1 (for 9K51 'Grad'),Destroyed,Russia,2022-04-11,"Novoaidar, Shchastia raion","48.978368,38.996329",,
2869,Rocket and missile artillery,122mm 2B17 BM-21-1 (for 9K51 'Grad'),Destroyed,Russia,2022-05-11,Kherson oblast,,,
2871,Transport,Unknown truck,Destroyed,Russia,2022-05-11,Kherson oblast,,,
2872,Transport,Unknown truck,Destroyed,Russia,2022-05-11,Kherson oblast,,,
2875,Rocket and missile artillery,122mm 2B17 BM-21-1 (for 9K51 'Grad'),Destroyed,Russia,2022-06-08,,,,Z
2876,Rocket and missile artillery,122mm 2B17 BM-21-1 (for 9K51 'Grad'),Destroyed,Russia,2022-06-10,"Sukha Kamianka, Izium raion","49.08453,37.35106",,"Shattered, Flipped"
2878,Rocket and missile artillery,122mm 2B17 BM-21-1 (for 9K51 'Grad'),Destroyed,Russia,2022-06-10,"Sukha Kamianka, Izium raion","49.08445,37.35084",,Shattered
2879,Rocket and missile artillery,122mm 2B17 BM-21-1 (for 9K51 'Grad'),Destroyed,Russia,2022-06-10,"Synycheno, Izium raion","49.105749,37.385154",,
2880,Rocket and missile artillery,122mm 2B17 BM-21-1 (for 9K51 'Grad'),Destroyed,Russia,2022-06-10,"Synycheno, Izium raion","49.105808,37.385261",,
2881,Rocket and missile artillery,122mm 2B17 BM-21-1 (for 9K51 'Grad'),Destroyed,Russia,2022-06-10,"Synycheno, Izium raion","49.105728,37.385243",,
2882,Rocket and missile artillery,122mm 2B17 BM-21-1 (for 9K51 'Grad'),Destroyed,Russia,2022-06-10,"Synycheno, Izium raion","49.105449,37.385117",,
2883,Rocket and missile artillery,122mm 2B17 BM-21-1 (for 9K51 'Grad'),Destroyed,Russia,2022-06-10,"Synycheno, Izium raion","49.105515,37.385259",,
2884,Rocket and missile artillery,122mm 2B17 BM-21-1 (for 9K51 'Grad'),Destroyed,Russia,2022-06-10,"Synycheno, Izium raion","49.105543,37.385381",,
2885,Transport,Ural-4320,Destroyed,Russia,2022-06-10,"Synycheno, Izium raion","49.105589,37.385488",,
2886,Transport,Ural-4320,Destroyed,Russia,2022-06-10,"Synycheno, Izium raion","49.105507,37.385541",,
2887,Transport,Ural-4320,Destroyed,Russia,2022-06-10,"Synycheno, Izium raion","49.105439,37.385410",,
2888,Transport,Ural-4320,Destroyed,Russia,2022-06-10,"Synycheno, Izium raion","49.105338,37.385407",,
2889,Transport,Ural-4320,Destroyed,Russia,2022-06-10,"Synycheno, Izium raion","49.105368,37.385620",,
2890,Transport,Ural-4320,Destroyed,Russia,2022-06-10,"Synycheno, Izium raion","49.105524,37.385749",,
2891,Transport,Ural-4320,Destroyed,Russia,2022-06-10,"Synycheno, Izium raion","49.105413,37.385949",,
2892,Rocket and missile artillery,122mm 2B17 BM-21-1 (for 9K51 'Grad'),Destroyed,Russia,2022-06-13,"Borovenky, Sievierodonetsk raion","49.053390,38.530539",,
2893,Rocket and missile artillery,122mm 2B17 BM-21-1 (for 9K51 'Grad'),Destroyed,Russia,2022-06-13,"Borovenky, Sievierodonetsk raion","49.053563,38.529858",,
2894,Rocket and missile artillery,122mm 2B17 BM-21-1 (for 9K51 'Grad'),Destroyed,Russia,2022-06-13,"Borovenky, Sievierodonetsk raion","49.053734,38.529500",,
2895,Rocket and missile artillery,122mm 2B17 BM-21-1 (for 9K51 'Grad'),Captured,Russia,2022-05-31,"Slatyne, Kharkiv raion","50.226972,36.163644",200th Separate Motor Rifle Brigade,Damaged
2897,Rocket and missile artillery,122mm 2B17 BM-21-1 (for 9K51 'Grad'),Destroyed,Russia,2022-03-15,"Sytniaky, Bucha raion","50.42353,29.71904",,V
2899,Rocket and missile artillery,122mm 2B17 BM-21-1 (for 9K51 'Grad'),Captured,Russia,2022-03-22,"Havronshchyna, Bucha raion","50.4798,29.83956",,"V, Damaged"
2900,Rocket and missile artillery,122mm 2B17 BM-21-1 (for 9K51 'Grad'),Captured,Russia,2022-04-30,"Ruska Lozova, Kharkiv raion","50.140454,36.276333",200th Separate Motor Rifle Brigade,"Z, ☐"
2901,Rocket and missile artillery,122mm 2B17 BM-21-1 (for 9K51 'Grad'),Destroyed,Russia,2022-05-03,"Ruski Tyshky, Kharkiv raion","50.143153,36.415174",,"Z, ☐"
2902,Rocket and missile artillery,122mm 2B17 BM-21-1 (for 9K51 'Grad'),Captured,Russia,2022-02-24,"Lisne, Kharkiv raion","50.093798,36.263415",200th Separate Motor Rifle Brigade,"Z, Damaged, ☐"
2903,Rocket and missile artillery,122mm 2B17 BM-21-1 (for 9K51 'Grad'),Destroyed,Russia,2022-04-30,"Prudianka, Kharkiv raion","50.231776,36.166222",200th Separate Motor Rifle Brigade,"Z, ☐"
2904,Rocket and missile artillery,122mm 2B17 BM-21-1 (for 9K51 'Grad'),Captured,Russia,2022-02-26,"Prudianka, Kharkiv raion","50.231908,36.167036",200th Separate Motor Rifle Brigade,
2905,Transport,KamAZ 6x6,Captured,Russia,2022-03-22,"Prudianka, Kharkiv raion","50.232022,36.167150",200th Separate Motor Rifle Brigade,Z
2906,Rocket and missile artillery,122mm 2B17 BM-21-1 (for 9K51 'Grad'),Captured,Russia,2022-02-26,"Prudianka, Kharkiv raion","50.231944,36.167231",200th Separate Motor Rifle Brigade,
2907,Rocket and missile artillery,122mm 2B17 BM-21-1 (for 9K51 'Grad'),Captured,Russia,2022-03-03,"Bashtanka raion, Mykolaiv oblast",,,"Z, ⧸"
2908,Rocket and missile artillery,122mm 2B17 BM-21-1 (for 9K51 'Grad'),Captured,Russia,2022-03-05,Donetsk oblast,,,Z
2909,Rocket and missile artillery,122mm 2B17 BM-21-1 (for 9K51 'Grad'),Captured,Russia,2022-03-14,Mykolaiv oblast,,,Z
2911,Rocket and missile artillery,122mm 2B17 BM-21-1 (for 9K51 'Grad'),Captured,Russia,2022-03-14,,,,Z
2912,Rocket and missile artillery,122mm 2B17 BM-21-1 (for 9K51 'Grad'),Captured,Russia,2022-03-25,"Tuchne, Okhtyrka raion",,4th Tank Division,
2913,Rocket and missile artillery,122mm 2B17 BM-21-1 (for 9K51 'Grad'),Captured,Russia,2022-03-27,Kherson oblast,,,Z
2915,Rocket and missile artillery,122mm 2B17 BM-21-1 (for 9K51 'Grad'),Captured,Russia,2022-04-01,,,,
2916,Rocket and missile artillery,122mm 2B17 BM-21-1 (for 9K51 'Grad'),Captured,Russia,2022-04-02,"Novyi Bykiv, Nizhyn raion","50.59484,31.66943",,"O, Additional armour"
